N,P,K,Temperature,Humidity,Ph,Rain,Crop
79.93,52.26,41.1,20.5,87.96,6.09,242.57,Rice
13.47,125.92,198.32,28.87,79.56,6.15,65.54,Grapes
56.24,70.82,57.33,23.5,56.73,6.69,144.24,Black Gram (Urd Beans)(Whole)
36.84,45.04,20.48,26.87,57.87,5.01,99.84,Mango
91.96,67.62,46.1,27.1,83.22,6.81,161.12,Banana
31.86,54.15,15.82,27.18,67.78,6.77,51.35,Green Gram (Moong)(Whole)
12.11,25.36,39.15,17.47,85.59,5.89,119.05,Pomegranate
13.66,56.18,17.75,27.8,67.93,7.39,44.32,Green Gram (Moong)(Whole)
11.93,19.91,36.85,22.7,88.88,5.57,115.11,Pomegranate
89.42,72.74,43.76,20.34,76.05,6.33,174.66,Banana
99.87,35.99,21.87,20.73,69.23,5.62,92.98,Apple
70.29,39.75,40.03,21.42,81.7,7.3,247.44,Rice
3.74,24.81,34.37,22.8,87.24,5.93,105.16,Pomegranate
73.92,63.09,39.95,25.69,67.15,6.16,98.08,Bhindi(Ladies Finger)
25.88,65.02,37.19,26.96,66.15,7.29,74.67,Black Gram (Urd Beans)(Whole)
22.81,71.86,16.38,21.54,17.52,5.9,97.89,Arhar (Tur/Red Gram)(Whole)
71.54,42.47,43.59,23.76,88.15,7.08,245.32,Rice
94.44,56.8,52.18,29.32,72.21,6.37,96.04,Bhindi(Ladies Finger)
61.07,36.34,42.45,20.69,84.6,7.43,293.75,Rice
75.22,55.39,36.92,21.15,67.1,5.95,86.92,Apple
42.65,70.41,30.58,21.51,47.01,6.07,113.39,Arhar (Tur/Red Gram)(Whole)
15.41,57.32,18.8,32.56,63.61,7.12,52.11,Green Gram (Moong)(Whole)
9.21,23.5,31.07,15.74,86.04,6.46,106.5,Pomegranate
102.23,58.36,48.45,21.78,83.79,7.35,208.54,Banana
77.84,57.48,51.06,23.83,78.95,6.61,84.64,Bhindi(Ladies Finger)
36.44,32.41,20.37,30.6,56.21,5.99,90.41,Mango
27.29,129.56,190.62,31.2,84.42,6.39,69.6,Grapes
32.96,54.2,19.13,34.49,81.51,7.04,42.37,Green Gram (Moong)(Whole)
43.7,70.64,35.36,29.3,59.92,5.93,91.0,Arhar (Tur/Red Gram)(Whole)
31.02,61.75,15.43,21.23,37.14,6.44,101.55,Arhar (Tur/Red Gram)(Whole)
15.45,120.7,191.48,30.28,84.15,6.09,66.24,Grapes
12.86,142.0,208.69,30.47,77.67,6.25,79.99,Grapes
80.11,45.82,41.22,29.38,79.28,6.52,100.23,Bhindi(Ladies Finger)
68.53,39.29,43.77,26.37,82.27,6.17,209.31,Rice
74.8,54.17,49.02,26.38,68.55,6.3,91.13,Bhindi(Ladies Finger)
95.69,30.8,34.19,24.18,53.94,6.35,62.78,Apple
76.91,52.68,42.78,21.15,84.57,6.99,240.33,Rice
50.8,60.01,20.61,24.76,55.03,7.22,113.31,Black Gram (Urd Beans)(Whole)
21.74,57.08,15.69,31.87,68.63,7.28,57.75,Green Gram (Moong)(Whole)
73.34,48.55,44.53,25.18,81.24,6.83,295.76,Rice
37.8,74.77,16.43,22.83,31.0,5.73,102.8,Arhar (Tur/Red Gram)(Whole)
88.96,65.95,45.38,23.06,80.47,7.34,176.39,Banana
27.95,55.01,23.09,30.33,70.1,6.63,50.99,Green Gram (Moong)(Whole)
35.75,54.32,17.13,33.66,84.44,6.5,57.62,Green Gram (Moong)(Whole)
24.34,78.53,72.45,22.88,52.94,6.72,140.4,Black Gram (Urd Beans)(Whole)
5.35,16.93,36.73,20.81,86.77,5.57,115.15,Pomegranate
43.53,69.94,33.22,28.13,19.04,6.02,129.88,Arhar (Tur/Red Gram)(Whole)
11.98,52.32,18.8,30.77,81.0,7.27,56.09,Green Gram (Moong)(Whole)
31.66,59.19,17.79,27.75,81.52,7.28,58.02,Green Gram (Moong)(Whole)
54.93,67.42,35.25,16.38,30.3,7.05,103.92,Black Gram (Urd Beans)(Whole)
103.42,63.48,47.17,20.31,75.51,6.34,228.93,Banana
95.15,69.58,43.7,27.72,76.53,6.78,164.09,Banana
88.65,94.84,48.19,26.41,79.11,6.74,205.56,Banana
22.46,65.04,24.36,28.08,38.7,5.79,89.27,Arhar (Tur/Red Gram)(Whole)
33.86,63.95,16.06,28.08,34.48,5.77,100.62,Arhar (Tur/Red Gram)(Whole)
23.11,55.82,21.76,31.15,83.57,7.14,64.85,Green Gram (Moong)(Whole)
27.98,67.03,32.89,20.84,50.01,6.45,103.9,Arhar (Tur/Red Gram)(Whole)
15.5,53.52,16.31,34.93,63.74,7.49,44.96,Green Gram (Moong)(Whole)
10.37,26.0,33.75,28.27,55.4,5.5,98.63,Mango
73.57,58.34,37.49,20.82,68.06,6.98,85.17,Apple
21.3,72.05,25.27,27.39,55.87,6.21,92.08,Arhar (Tur/Red Gram)(Whole)
92.48,85.52,44.84,25.73,80.23,7.4,138.85,Banana
11.62,61.6,38.85,22.06,27.12,5.62,103.54,Arhar (Tur/Red Gram)(Whole)
72.45,59.79,39.88,24.42,60.93,5.97,87.09,Apple
72.1,51.53,38.59,25.66,76.66,6.28,86.09,Bhindi(Ladies Finger)
6.25,16.9,34.54,20.41,88.49,5.53,118.38,Pomegranate
71.72,35.77,40.46,23.94,81.55,6.93,266.84,Rice
76.07,36.43,38.02,20.21,68.45,6.37,70.61,Apple
62.86,54.1,43.9,23.81,80.43,6.67,215.52,Rice
46.87,66.83,24.64,22.92,22.38,7.3,61.07,Black Gram (Urd Beans)(Whole)
5.7,22.39,38.17,20.01,85.95,5.69,103.37,Pomegranate
60.67,53.44,44.14,25.54,88.0,6.85,230.1,Rice
27.84,50.67,19.62,28.36,66.69,7.16,76.89,Green Gram (Moong)(Whole)
4.53,58.33,29.36,34.82,54.23,5.25,91.86,Mango
72.96,37.52,33.92,21.1,66.52,6.67,64.21,Apple
74.06,58.26,35.81,24.1,67.5,6.83,98.82,Bhindi(Ladies Finger)
76.46,46.87,40.01,24.42,85.22,6.15,257.95,Rice
28.37,21.29,21.52,28.11,48.81,5.47,82.98,Mango
54.19,75.73,66.09,24.05,65.63,6.72,121.86,Black Gram (Urd Beans)(Whole)
19.66,54.63,16.04,25.89,67.75,7.34,60.19,Green Gram (Moong)(Whole)
16.4,131.36,199.26,30.71,78.09,6.49,67.03,Grapes
77.18,51.93,24.19,22.68,68.14,6.67,86.46,Apple
26.33,61.0,26.28,23.05,44.37,5.91,123.59,Arhar (Tur/Red Gram)(Whole)
12.95,145.49,195.49,29.26,78.91,6.45,66.26,Grapes
69.08,46.68,42.95,22.03,88.78,6.75,285.57,Rice
71.34,60.05,41.37,23.49,66.95,6.42,87.43,Bhindi(Ladies Finger)
13.05,134.19,184.75,28.8,81.61,6.31,74.45,Grapes
75.94,50.02,43.76,22.56,85.98,7.24,233.4,Rice
102.96,66.43,45.32,27.37,83.98,6.23,186.47,Banana
74.75,32.48,38.95,21.29,67.03,6.31,84.38,Apple
3.08,56.41,24.58,27.6,45.97,6.15,96.93,Mango
8.55,28.56,21.77,26.4,56.99,4.6,92.62,Mango
12.12,50.49,15.02,34.77,77.18,7.03,57.38,Green Gram (Moong)(Whole)
12.37,40.78,25.43,29.33,47.89,5.97,84.03,Mango
29.65,145.14,204.85,28.55,76.97,6.47,77.44,Grapes
13.27,15.73,32.67,16.58,88.2,5.71,111.85,Pomegranate
13.54,25.46,37.08,19.32,86.94,6.34,108.18,Pomegranate
63.15,38.45,43.77,21.73,85.7,7.46,239.86,Rice
4.96,31.99,30.23,34.52,52.07,5.96,93.55,Mango
90.17,52.01,28.67,23.74,63.93,6.03,72.92,Apple
96.32,40.05,35.05,24.65,66.65,6.41,85.29,Apple
76.14,50.65,50.31,27.06,74.81,6.74,104.61,Bhindi(Ladies Finger)
96.53,78.85,43.56,26.93,77.85,6.85,143.93,Banana
17.59,130.51,183.27,31.42,84.44,6.12,62.61,Grapes
12.68,120.14,190.71,30.03,75.67,6.05,65.55,Grapes
27.36,56.38,18.49,30.66,75.1,7.27,54.26,Green Gram (Moong)(Whole)
37.91,55.11,19.7,25.19,70.73,7.25,74.22,Green Gram (Moong)(Whole)
76.78,53.19,50.65,27.2,65.02,7.17,109.62,Bhindi(Ladies Finger)
24.47,67.4,57.2,18.92,40.91,7.23,92.85,Black Gram (Urd Beans)(Whole)
17.82,63.97,18.68,25.02,51.46,6.4,118.97,Arhar (Tur/Red Gram)(Whole)
10.44,72.89,27.76,22.14,53.14,6.18,111.42,Arhar (Tur/Red Gram)(Whole)
39.42,67.84,15.64,27.5,21.08,6.12,115.27,Arhar (Tur/Red Gram)(Whole)
23.03,68.29,37.78,19.07,52.18,6.61,65.61,Black Gram (Urd Beans)(Whole)
21.29,143.39,182.82,30.66,80.17,6.28,64.65,Grapes
73.8,51.05,26.03,24.75,54.8,5.99,70.63,Apple
26.51,72.88,51.49,18.65,20.01,6.92,103.45,Black Gram (Urd Beans)(Whole)
21.11,49.36,31.76,32.55,46.08,5.94,90.1,Mango
92.33,58.31,48.1,26.56,75.14,6.22,194.14,Banana
8.39,22.02,38.01,15.81,88.68,6.35,112.16,Pomegranate
15.22,148.89,193.99,29.84,81.53,6.27,66.23,Grapes
8.89,24.39,32.79,24.26,87.14,6.09,104.27,Pomegranate
2.66,21.04,34.14,15.82,92.39,5.53,106.62,Pomegranate
16.8,53.99,15.66,34.87,75.98,6.68,76.63,Green Gram (Moong)(Whole)
26.57,53.8,18.79,31.35,84.08,6.56,60.95,Green Gram (Moong)(Whole)
38.03,74.07,24.9,23.62,35.05,6.47,103.62,Arhar (Tur/Red Gram)(Whole)
12.26,29.8,34.03,22.01,89.87,6.13,118.18,Pomegranate
13.86,124.61,207.02,28.88,76.01,6.1,69.2,Grapes
10.76,137.92,204.89,29.92,75.15,6.25,75.43,Grapes
29.78,36.96,33.73,31.13,51.91,5.76,83.93,Mango
44.67,73.7,61.05,18.26,61.42,6.7,98.61,Black Gram (Urd Beans)(Whole)
12.8,18.24,32.63,19.48,88.44,5.88,116.04,Pomegranate
9.44,24.38,38.69,22.81,85.36,5.52,106.84,Pomegranate
91.97,46.65,34.64,24.63,66.57,6.6,66.41,Apple
5.69,21.43,33.78,24.8,88.98,6.34,104.71,Pomegranate
86.13,67.14,45.55,24.83,83.86,5.69,140.72,Banana
30.24,67.13,21.01,27.07,41.92,6.34,97.05,Arhar (Tur/Red Gram)(Whole)
96.03,59.41,37.97,23.96,57.82,5.54,83.84,Apple
29.22,70.49,16.84,26.75,54.19,5.89,113.93,Arhar (Tur/Red Gram)(Whole)
93.21,62.87,54.85,26.44,70.6,7.06,91.98,Bhindi(Ladies Finger)
12.73,22.75,32.28,20.45,91.33,6.39,114.58,Pomegranate
83.83,65.0,46.59,25.17,76.63,6.42,100.88,Bhindi(Ladies Finger)
14.76,55.45,30.43,30.15,49.4,5.53,87.5,Mango
98.55,56.92,30.99,24.32,50.47,5.54,69.61,Apple
12.62,57.99,24.85,27.98,71.14,7.15,62.45,Green Gram (Moong)(Whole)
6.75,32.69,29.45,27.9,53.53,5.02,82.63,Mango
21.43,29.14,33.02,31.08,53.27,6.48,98.09,Mango
44.31,63.84,31.62,24.56,55.22,6.12,82.12,Arhar (Tur/Red Gram)(Whole)
11.08,138.38,197.03,29.0,81.11,6.13,71.68,Grapes
9.45,27.84,39.73,17.96,94.3,6.14,114.56,Pomegranate
46.88,75.16,58.67,22.25,42.65,7.35,63.51,Black Gram (Urd Beans)(Whole)
75.26,46.89,52.18,29.1,77.03,6.51,84.32,Bhindi(Ladies Finger)
76.86,50.54,42.93,25.69,83.35,6.9,264.61,Rice
18.87,145.68,190.5,30.13,78.35,6.23,72.96,Grapes
74.47,52.81,36.42,22.04,58.2,6.99,96.46,Apple
33.61,67.46,38.51,15.03,37.27,7.18,70.19,Black Gram (Urd Beans)(Whole)
25.06,59.1,16.13,31.1,73.93,7.38,71.74,Green Gram (Moong)(Whole)
13.61,69.72,35.91,20.74,39.47,6.38,96.19,Arhar (Tur/Red Gram)(Whole)
87.27,54.1,38.01,21.52,68.46,6.13,79.49,Apple
6.92,15.32,30.35,22.22,94.35,6.45,101.32,Pomegranate
27.02,57.8,17.41,31.05,66.0,7.16,60.13,Green Gram (Moong)(Whole)
100.72,89.37,42.33,23.41,82.34,6.52,100.67,Banana
24.2,73.88,61.82,24.4,17.68,6.97,73.04,Black Gram (Urd Beans)(Whole)
62.88,51.71,44.12,24.43,89.74,6.5,248.21,Rice
71.19,61.26,50.33,27.26,74.93,6.77,96.18,Bhindi(Ladies Finger)
32.37,71.03,28.84,18.17,18.94,6.16,125.03,Arhar (Tur/Red Gram)(Whole)
28.36,135.55,204.99,28.61,81.82,6.04,65.22,Grapes
12.43,52.52,19.74,34.78,71.43,7.39,43.86,Green Gram (Moong)(Whole)
25.97,59.34,21.71,29.0,62.85,7.33,58.02,Green Gram (Moong)(Whole)
39.21,41.58,21.03,34.04,58.11,5.35,88.64,Mango
90.3,57.44,24.68,20.52,62.62,5.93,78.44,Apple
11.09,38.48,33.75,27.25,54.09,5.97,80.64,Mango
22.81,73.46,39.59,19.87,60.44,6.64,75.64,Black Gram (Urd Beans)(Whole)
18.62,131.61,182.32,30.44,78.29,6.19,77.22,Grapes
85.74,45.3,24.72,24.86,55.77,5.78,89.11,Apple
103.99,72.09,45.46,26.59,79.04,6.1,138.96,Banana
73.96,44.76,38.08,22.62,63.13,6.85,92.85,Apple
68.19,49.0,44.37,20.63,88.28,6.86,278.27,Rice
11.97,135.31,199.22,31.9,77.89,6.23,60.76,Grapes
13.55,21.37,39.08,17.03,92.88,6.36,110.43,Pomegranate
53.85,66.17,44.69,22.94,23.08,7.02,93.24,Black Gram (Urd Beans)(Whole)
72.23,54.3,48.78,23.52,77.46,6.45,109.08,Bhindi(Ladies Finger)
85.02,47.05,49.67,29.73,65.26,6.87,80.51,Bhindi(Ladies Finger)
9.49,24.77,33.28,21.67,88.44,6.39,108.06,Pomegranate
35.93,79.47,31.55,25.88,51.61,6.61,137.17,Black Gram (Urd Beans)(Whole)
28.34,66.73,18.57,26.54,58.58,6.2,124.96,Arhar (Tur/Red Gram)(Whole)
92.77,40.17,36.1,22.17,67.12,6.68,65.92,Apple
95.21,56.33,33.18,24.01,56.14,6.72,96.06,Apple
29.13,59.31,23.82,31.76,55.27,6.18,96.3,Mango
14.14,145.09,201.28,29.31,77.01,6.26,60.73,Grapes
4.93,15.96,30.56,23.4,92.55,5.73,117.5,Pomegranate
78.88,59.99,53.06,29.91,72.98,6.57,88.19,Bhindi(Ladies Finger)
21.21,59.83,17.01,29.07,80.22,6.58,69.62,Green Gram (Moong)(Whole)
13.73,142.02,194.36,28.63,80.02,6.44,74.2,Grapes
100.23,87.27,49.44,21.64,78.0,7.49,196.98,Banana
20.54,126.77,200.33,30.94,77.43,6.01,64.96,Grapes
31.35,78.6,63.85,21.47,53.85,7.14,101.52,Black Gram (Urd Beans)(Whole)
28.81,127.47,190.94,29.0,75.33,6.27,60.32,Grapes
49.76,62.77,30.81,15.66,36.14,6.53,138.18,Black Gram (Urd Beans)(Whole)
39.77,66.55,33.53,29.37,22.48,6.13,136.89,Arhar (Tur/Red Gram)(Whole)
13.9,42.64,21.71,27.52,49.39,5.98,98.19,Mango
95.38,63.86,48.88,20.84,84.65,6.98,163.03,Banana
71.19,49.16,39.12,28.92,74.69,7.15,97.12,Bhindi(Ladies Finger)
19.67,62.29,23.79,20.21,23.56,5.79,103.66,Arhar (Tur/Red Gram)(Whole)
64.62,42.65,44.99,22.29,80.34,6.34,239.73,Rice
86.38,70.94,41.01,27.46,81.92,7.17,123.68,Banana
60.81,44.27,43.61,26.59,81.93,7.05,269.89,Rice
59.59,70.57,59.93,24.41,22.76,6.74,96.72,Black Gram (Urd Beans)(Whole)
80.28,58.84,22.38,21.35,65.89,6.69,70.97,Apple
97.67,63.84,46.18,28.95,82.3,5.96,193.91,Banana
86.25,70.8,42.89,28.73,76.39,5.86,170.64,Banana
42.11,63.66,39.36,23.85,27.49,6.15,132.99,Arhar (Tur/Red Gram)(Whole)
54.81,77.4,55.0,15.84,18.41,6.75,100.05,Black Gram (Urd Beans)(Whole)
28.67,64.89,30.24,26.14,49.01,6.64,63.62,Black Gram (Urd Beans)(Whole)
70.99,52.97,45.05,26.97,78.3,6.92,106.28,Bhindi(Ladies Finger)
90.8,49.82,51.31,29.01,74.63,6.5,82.12,Bhindi(Ladies Finger)
96.33,66.99,45.86,27.01,79.32,6.73,93.59,Banana
32.91,50.29,22.14,30.69,78.76,6.76,42.5,Green Gram (Moong)(Whole)
84.37,58.66,38.12,24.07,60.18,6.16,63.85,Apple
98.04,39.92,37.71,24.06,63.71,6.07,78.64,Apple
12.88,51.23,23.13,27.46,67.18,6.58,67.32,Green Gram (Moong)(Whole)
15.48,143.44,184.88,31.68,75.79,6.33,75.96,Grapes
82.41,31.04,37.37,22.02,53.77,6.39,99.53,Apple
15.42,71.84,15.92,24.25,31.69,5.84,131.05,Arhar (Tur/Red Gram)(Whole)
33.45,73.78,28.69,26.53,16.48,6.0,111.39,Arhar (Tur/Red Gram)(Whole)
31.53,32.47,28.93,28.41,45.56,6.35,82.65,Mango
30.02,27.56,28.25,29.16,51.07,5.18,96.21,Mango
83.0,45.5,20.78,21.67,64.86,6.41,90.08,Apple
35.07,55.53,22.2,34.23,73.18,7.05,59.35,Green Gram (Moong)(Whole)
18.64,56.93,24.18,27.43,77.75,7.18,47.5,Green Gram (Moong)(Whole)
36.01,73.65,22.01,17.35,28.99,6.62,119.15,Black Gram (Urd Beans)(Whole)
8.43,19.42,32.5,24.71,92.23,6.32,114.03,Pomegranate
23.57,71.6,33.98,16.95,25.46,5.75,123.83,Arhar (Tur/Red Gram)(Whole)
32.95,57.75,23.03,30.98,67.66,6.73,63.62,Green Gram (Moong)(Whole)
36.97,69.95,37.54,16.37,17.46,5.91,121.87,Arhar (Tur/Red Gram)(Whole)
37.09,53.17,26.42,31.64,54.67,5.01,88.27,Mango
4.87,27.53,31.45,17.18,89.17,5.62,112.4,Pomegranate
79.67,57.54,39.81,23.45,62.25,5.51,80.84,Apple
13.28,26.36,36.3,22.21,94.02,6.17,119.9,Pomegranate
94.91,73.74,49.35,21.38,80.53,7.39,142.18,Banana
10.96,135.03,187.42,30.66,81.45,6.37,75.05,Grapes
78.33,47.63,44.7,22.36,84.68,6.72,232.09,Rice
14.65,44.76,28.61,31.83,58.12,5.44,90.3,Mango
80.01,48.79,46.79,29.89,78.22,6.93,104.73,Bhindi(Ladies Finger)
26.94,58.95,22.76,26.93,52.04,5.07,93.88,Mango
101.92,81.32,43.5,27.41,80.56,7.13,215.3,Banana
73.35,37.71,42.67,20.99,80.44,6.54,235.84,Rice
36.55,73.49,17.69,28.17,16.32,6.37,139.78,Arhar (Tur/Red Gram)(Whole)
5.16,24.36,36.86,20.42,94.57,5.54,110.96,Pomegranate
6.35,48.02,22.41,31.8,56.36,6.09,94.03,Mango
70.35,48.91,36.84,21.99,56.21,6.71,97.85,Apple
43.2,74.43,38.1,18.33,17.13,5.98,90.75,Arhar (Tur/Red Gram)(Whole)
18.82,60.7,22.84,25.12,63.24,6.3,113.13,Arhar (Tur/Red Gram)(Whole)
12.53,53.12,17.97,27.94,79.71,7.04,42.39,Green Gram (Moong)(Whole)
73.47,40.42,41.0,26.26,89.34,6.92,266.99,Rice
74.76,45.43,44.87,21.72,82.97,6.7,234.22,Rice
89.79,71.86,48.16,29.51,76.68,6.22,150.67,Banana
102.15,67.02,47.84,22.18,84.54,6.58,229.76,Banana
44.28,64.82,18.95,28.41,24.14,5.82,121.97,Arhar (Tur/Red Gram)(Whole)
29.76,67.37,32.62,20.59,23.76,6.11,121.7,Arhar (Tur/Red Gram)(Whole)
38.51,66.42,30.6,25.15,55.1,6.99,110.58,Black Gram (Urd Beans)(Whole)
13.0,67.03,19.08,28.22,46.07,6.17,124.04,Arhar (Tur/Red Gram)(Whole)
65.45,49.03,41.44,26.3,86.67,6.11,246.3,Rice
84.0,51.94,26.87,22.59,56.67,6.83,76.45,Apple
40.99,74.2,19.05,18.24,37.97,5.69,85.21,Arhar (Tur/Red Gram)(Whole)
99.52,80.21,46.75,25.27,83.15,6.71,163.04,Banana
51.8,62.98,78.24,26.46,66.49,6.91,69.0,Black Gram (Urd Beans)(Whole)
54.14,71.6,37.01,27.8,56.54,7.09,138.23,Black Gram (Urd Beans)(Whole)
85.79,54.65,50.86,22.32,74.52,6.18,82.36,Bhindi(Ladies Finger)
69.79,35.4,42.08,20.18,89.48,7.26,292.63,Rice
85.35,47.15,39.69,23.82,55.47,5.62,61.76,Apple
33.02,45.16,21.82,34.18,46.23,5.62,85.55,Mango
30.78,65.7,69.96,25.34,37.98,6.67,88.74,Black Gram (Urd Beans)(Whole)
78.56,50.9,44.69,26.96,87.54,7.27,289.41,Rice
97.09,46.54,26.03,24.86,51.49,6.67,91.62,Apple
13.82,143.54,181.28,28.87,76.56,6.25,75.07,Grapes
96.91,56.77,26.09,22.95,51.0,5.5,94.06,Apple
27.4,35.35,26.91,26.93,48.46,4.65,91.98,Mango
71.44,50.72,42.12,23.44,82.09,7.03,270.98,Rice
34.82,74.35,64.54,15.15,54.52,7.1,104.69,Black Gram (Urd Beans)(Whole)
28.01,64.21,38.35,25.19,43.2,6.03,96.88,Arhar (Tur/Red Gram)(Whole)
67.23,46.03,40.12,21.81,82.41,7.23,265.62,Rice
25.29,42.2,22.34,30.07,55.48,5.38,94.54,Mango
42.05,73.6,69.48,24.15,59.41,7.42,147.25,Black Gram (Urd Beans)(Whole)
95.63,91.73,45.09,21.34,77.96,7.26,200.44,Banana
76.18,58.68,53.18,29.75,74.02,6.81,93.67,Bhindi(Ladies Finger)
80.71,59.87,38.08,23.9,64.39,6.06,63.74,Apple
82.24,54.81,28.61,24.07,62.86,6.95,73.98,Apple
70.7,57.7,44.75,25.15,75.55,6.79,107.32,Bhindi(Ladies Finger)
26.75,55.57,18.37,31.62,80.53,7.46,79.43,Green Gram (Moong)(Whole)
44.3,63.53,20.61,24.3,57.17,6.49,112.99,Arhar (Tur/Red Gram)(Whole)
80.22,57.95,35.38,24.22,72.42,6.19,87.96,Bhindi(Ladies Finger)
92.32,68.87,41.74,26.68,77.06,7.37,195.01,Banana
95.08,33.26,20.32,21.36,66.31,5.53,89.67,Apple
81.4,49.45,33.09,23.46,54.12,6.08,83.3,Apple
51.03,71.71,30.6,15.32,54.48,7.22,118.22,Black Gram (Urd Beans)(Whole)
8.16,24.37,33.52,17.64,88.93,5.79,114.06,Pomegranate
28.57,78.93,60.68,27.29,60.47,6.9,61.63,Black Gram (Urd Beans)(Whole)
75.65,36.0,21.29,22.32,59.72,6.75,93.73,Apple
13.27,144.16,207.21,28.15,77.5,6.12,76.3,Grapes
85.44,67.31,44.57,21.39,78.01,6.79,187.84,Banana
41.09,76.31,31.66,26.73,55.41,6.57,132.74,Black Gram (Urd Beans)(Whole)
12.11,136.72,206.34,28.29,78.83,6.13,75.71,Grapes
79.93,32.86,34.17,20.46,56.7,6.42,92.29,Apple
27.42,52.33,17.69,30.97,76.63,6.92,58.01,Green Gram (Moong)(Whole)
89.3,76.37,42.98,22.77,84.66,6.52,215.95,Banana
49.03,78.73,58.55,25.74,43.82,7.17,115.71,Black Gram (Urd Beans)(Whole)
64.68,35.7,41.59,23.41,88.16,7.49,266.21,Rice
67.35,54.69,44.62,24.93,88.04,6.97,205.48,Rice
14.74,50.99,23.71,28.47,75.72,7.15,68.36,Green Gram (Moong)(Whole)
91.16,62.61,51.9,29.9,65.26,6.85,96.32,Bhindi(Ladies Finger)
14.13,51.41,17.31,28.02,60.49,7.28,55.41,Green Gram (Moong)(Whole)
46.39,75.21,69.59,25.12,34.77,6.64,92.03,Black Gram (Urd Beans)(Whole)
74.49,49.3,44.47,24.25,86.06,6.59,267.79,Rice
34.66,73.27,18.83,17.05,29.86,5.79,96.84,Arhar (Tur/Red Gram)(Whole)
23.43,147.98,188.22,30.89,77.08,6.24,75.25,Grapes
35.07,71.43,76.66,19.83,35.98,6.54,133.72,Black Gram (Urd Beans)(Whole)
24.79,149.17,204.63,31.02,83.09,6.13,69.47,Grapes
16.4,57.64,18.82,25.48,60.11,7.29,78.83,Green Gram (Moong)(Whole)
18.42,73.37,38.64,26.99,47.84,6.38,87.42,Arhar (Tur/Red Gram)(Whole)
24.06,120.99,192.77,28.66,76.61,6.14,64.91,Grapes
26.17,73.59,16.65,18.76,22.93,6.13,138.81,Arhar (Tur/Red Gram)(Whole)
76.63,50.73,42.64,23.94,81.66,7.44,228.1,Rice
90.54,57.2,46.5,23.34,72.2,6.7,108.94,Bhindi(Ladies Finger)
88.41,70.66,42.57,20.22,76.81,6.18,93.34,Banana
76.35,47.79,40.14,25.14,84.07,6.92,244.0,Rice
20.3,38.43,30.14,34.23,48.33,5.03,96.96,Mango
77.21,62.27,50.61,29.94,65.95,6.26,97.87,Bhindi(Ladies Finger)
32.23,71.79,15.41,22.52,24.28,6.02,108.15,Arhar (Tur/Red Gram)(Whole)
11.31,26.79,33.82,29.23,54.38,5.03,80.92,Mango
88.35,87.41,43.59,28.18,76.4,6.2,229.51,Banana
39.64,51.01,18.2,28.29,75.17,6.6,66.46,Green Gram (Moong)(Whole)
81.13,49.47,47.58,29.65,66.7,7.01,100.13,Bhindi(Ladies Finger)
17.01,69.09,27.48,28.51,38.88,5.99,95.19,Arhar (Tur/Red Gram)(Whole)
80.11,57.13,41.28,24.28,72.55,6.35,98.66,Bhindi(Ladies Finger)
37.96,60.85,21.81,17.78,51.96,5.97,102.75,Arhar (Tur/Red Gram)(Whole)
97.76,54.88,29.61,24.01,68.65,6.05,60.06,Apple
56.08,72.01,23.56,24.02,32.85,6.87,78.2,Black Gram (Urd Beans)(Whole)
15.36,72.5,27.77,22.79,38.0,6.19,122.24,Arhar (Tur/Red Gram)(Whole)
25.09,57.68,32.17,27.72,49.38,5.25,91.23,Mango
10.94,23.47,38.36,17.32,93.3,6.2,100.02,Pomegranate
15.23,52.28,20.08,33.05,77.83,6.71,43.57,Green Gram (Moong)(Whole)
32.81,51.63,24.59,31.7,70.53,7.03,70.81,Green Gram (Moong)(Whole)
13.4,15.66,36.89,19.36,87.25,6.43,101.76,Pomegranate
66.88,50.89,43.95,22.59,82.76,6.68,229.99,Rice
21.2,78.37,71.1,21.8,55.79,6.86,81.24,Black Gram (Urd Beans)(Whole)
97.45,75.13,44.52,25.54,75.15,6.03,135.71,Banana
64.54,48.89,40.05,22.55,88.79,6.45,275.91,Rice
7.58,18.63,36.23,17.1,86.46,6.11,101.12,Pomegranate
32.3,40.67,22.83,25.25,51.4,4.93,82.92,Mango
22.37,55.15,15.92,29.12,72.74,6.71,62.14,Green Gram (Moong)(Whole)
98.11,59.67,36.06,22.72,69.98,5.59,99.4,Apple
7.84,21.85,32.27,32.26,50.2,5.1,87.03,Mango
69.64,42.29,40.43,23.44,83.16,6.4,234.45,Rice
74.13,64.41,41.02,27.31,67.15,6.25,81.68,Bhindi(Ladies Finger)
69.29,40.38,41.85,23.59,84.44,6.37,211.33,Rice
77.71,48.88,23.19,23.13,51.62,5.5,69.12,Apple
43.74,63.24,66.97,17.57,54.86,6.65,120.01,Black Gram (Urd Beans)(Whole)
17.47,51.24,16.97,33.75,68.81,6.63,50.23,Green Gram (Moong)(Whole)
38.38,73.09,27.66,21.12,16.62,6.34,138.64,Arhar (Tur/Red Gram)(Whole)
87.73,63.87,46.34,25.63,78.64,7.49,221.26,Banana
70.33,35.57,40.87,24.72,87.91,7.02,205.92,Rice
70.85,34.88,32.48,22.85,61.94,5.97,75.43,Apple
37.42,62.17,51.83,19.11,62.59,7.4,125.56,Black Gram (Urd Beans)(Whole)
70.83,39.13,44.65,20.49,89.46,7.4,287.75,Rice
